year,school_name,number_of_samples_tested,number_of_elevated_samples,math_score,ela_score,percent_elevated,dbn,total_enrollment,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,number_female,percent_female,number_male,percent_male,number_asian,percent_asian,number_black,percent_black,number_hispanic,percent_hispanic,number_multiple_race_categories_not_represented,percent_multiple_race_categories_not_represented,number_white,percent_white,number_students_with_disabilities,percent_students_with_disabilities,number_english_language_learners,percent_english_language_learners,number_poverty,percent_poverty,economic_need_index,school_year
2016,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,107,7,266,283,0.06542056074766354,07X551,592,0,0,0,0,0,0,0,90,80,81,108,91,66,76,299,50.5,293,49.5,4,0.7,183,30.9,385,65,2,0.3,18,3,176,29.7,76,12.8,546,92.2,87.9,2016-17
2016,THE URBAN ASSEMBLY UNISON SCHOOL,117,11,271,287,0.09401709401709402,13K351,143,0,0,0,0,0,0,0,50,44,49,0,0,0,0,62,43.4,81,56.6,15,10.5,104,72.7,19,13.3,1,0.7,4,2.8,42,29.4,15,10.5,125,87.4,84.6,2016-17
2016,THE WALTON AVENUE SCHOOL,62,2,313,314,0.03225806451612903,09X294,497,0,76,87,80,86,94,74,0,0,0,0,0,0,0,239,48.1,258,51.9,5,1,88,17.7,389,78.3,6,1.2,9,1.8,127,25.6,126,25.4,475,95.6,89.8,2016-17
2016,THE WINDSOR TERRACE SCHOOL,53,2,332,335,0.03773584905660377,15K154,530,0,96,84,116,84,76,74,0,0,0,0,0,0,0,278,52.5,252,47.5,36,6.8,12,2.3,93,17.5,36,6.8,353,66.6,95,17.9,26,4.9,78,14.7,17.2,2016-17
2016,THEATRE ARTS PRODUCTION COMPANY SCHOOL,108,15,295,299,0.1388888888888889,10X225,615,0,0,0,0,0,0,0,79,57,65,152,114,87,61,417,67.8,198,32.2,7,1.1,176,28.6,407,66.2,11,1.8,14,2.3,150,24.4,37,6,442,71.9,79.9,2016-17
2016,THOMAS C. GIORDANO MIDDLE SCHOOL 45,89,0,269,290,0,10X045,717,0,0,0,0,0,0,0,242,247,228,0,0,0,0,355,49.5,362,50.5,10,1.4,116,16.2,559,78,5,0.7,27,3.8,132,18.4,134,18.7,698,97.4,85,2016-17
2016,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,19,1,304,305,0.05263157894736842,05M318,223,0,24,31,42,41,43,42,0,0,0,0,0,0,0,118,52.9,105,47.1,4,1.8,173,77.6,36,16.1,8,3.6,2,0.9,37,16.6,2,0.9,195,87.4,77.1,2016-17
2016,TOMPKINS SQUARE MIDDLE SCHOOL,113,6,312,315,0.05309734513274336,01M839,374,0,0,0,0,0,0,0,128,124,122,0,0,0,0,200,53.5,174,46.5,99,26.5,60,16,132,35.3,11,2.9,72,19.3,103,27.5,14,3.7,251,67.1,56.9,2016-17
2016,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,150,29,272,294,0.19333333333333333,01M332,234,0,0,0,0,0,0,0,67,77,90,0,0,0,0,102,43.6,132,56.4,22,9.4,67,28.6,133,56.8,1,0.4,11,4.7,109,46.6,23,9.8,205,87.6,80.1,2016-17
2016,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,69,7,261,283,0.10144927536231885,05M286,231,0,0,0,0,0,0,0,56,82,93,0,0,0,0,106,45.9,125,54.1,4,1.7,137,59.3,82,35.5,1,0.4,7,3,83,35.9,19,8.2,187,81,84.4,2016-17
2016,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,101,14,309,313,0.13861386138613863,20K609,558,0,0,0,0,0,0,0,78,70,69,96,82,78,85,558,100,0,0,262,47,102,18.3,106,19,12,2.2,76,13.6,83,14.9,82,14.7,524,93.9,72.2,2016-17
2016,URBAN INSTITUTE OF MATHEMATICS,116,21,297,309,0.1810344827586207,08X371,339,0,0,0,0,0,0,0,126,100,113,0,0,0,0,154,45.4,185,54.6,11,3.2,48,14.2,213,62.8,4,1.2,63,18.6,70,20.6,17,5,268,79.1,50.2,2016-17
2016,URBAN SCHOLARS COMMUNITY SCHOOL,127,4,276,285,0.031496062992125984,12X463,279,22,35,45,43,45,43,46,0,0,0,0,0,0,0,150,53.8,129,46.2,2,0.7,121,43.4,154,55.2,1,0.4,1,0.4,80,28.7,48,17.2,267,95.7,89.9,2016-17
2016,VAN SICLEN COMMUNITY MIDDLE SCHOOL,88,1,259,272,0.011363636363636364,19K654,306,0,0,0,0,0,0,0,101,90,115,0,0,0,0,128,41.8,178,58.2,7,2.3,207,67.6,75,24.5,3,1,14,4.6,91,29.7,41,13.4,280,91.5,79,2016-17
2016,VILLAGE ACADEMY,104,20,280,291,0.19230769230769232,27Q319,314,0,0,0,0,0,0,0,109,107,98,0,0,0,0,151,48.1,163,51.9,4,1.3,179,57,121,38.5,4,1.3,6,1.9,64,20.4,49,15.6,206,65.6,70.2,2016-17
2016,VISTA ACADEMY,101,7,297,293,0.06930693069306931,19K661,381,0,0,0,0,0,0,0,145,122,114,0,0,0,0,208,54.6,173,45.4,20,5.2,94,24.7,245,64.3,15,3.9,7,1.8,68,17.8,38,10,366,96.1,74.7,2016-17
2016,WASHINGTON HEIGHTS ACADEMY,114,3,310,311,0.02631578947368421,06M366,563,53,50,57,68,61,56,54,55,59,50,0,0,0,0,317,56.3,246,43.7,13,2.3,9,1.6,522,92.7,6,1.1,13,2.3,78,13.9,94,16.7,504,89.5,74.3,2016-17
2016,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,150,17,298,301,0.11333333333333333,06M348,806,32,37,35,38,0,0,0,86,89,84,103,123,88,91,358,44.4,448,55.6,8,1,32,4,741,91.9,3,0.4,22,2.7,169,21,140,17.4,568,70.5,78.4,2016-17
2016,WATERSIDE CHILDREN'S STUDIO SCHOOL,103,2,302,304,0.019417475728155338,27Q317,491,50,77,67,78,70,70,79,0,0,0,0,0,0,0,250,50.9,241,49.1,22,4.5,109,22.2,232,47.3,24,4.9,104,21.2,98,20,56,11.4,376,76.6,51.6,2016-17
2016,WATERSIDE SCHOOL FOR LEADERSHIP,103,2,275,291,0.019417475728155338,27Q318,230,0,0,0,0,0,0,0,75,79,76,0,0,0,0,105,45.7,125,54.3,5,2.2,123,53.5,77,33.5,4,1.7,21,9.1,72,31.3,21,9.1,190,82.6,66.7,2016-17
2016,WAVE PREPARATORY ELEMENTARY SCHOOL,113,10,296,300,0.08849557522123894,27Q362,559,54,79,102,69,79,97,79,0,0,0,0,0,0,0,273,48.8,286,51.2,10,1.8,231,41.3,308,55.1,7,1.3,3,0.5,105,18.8,115,20.6,483,86.4,65.5,2016-17
2016,WEST BRONX ACADEMY FOR THE FUTURE,156,23,283,299,0.14743589743589744,10X243,605,0,0,0,0,0,0,0,89,90,93,123,101,63,46,265,43.8,340,56.2,10,1.7,112,18.5,469,77.5,2,0.3,12,2,166,27.4,72,11.9,565,93.4,82.6,2016-17
2016,WEST END SECONDARY SCHOOL,70,5,331,325,0.07142857142857142,03M291,240,0,0,0,0,0,0,0,107,133,0,0,0,0,0,143,59.6,97,40.4,15,6.3,17,7.1,54,22.5,10,4.2,144,60,59,24.6,4,1.7,53,22.1,19.2,2016-17
2016,WEST PREP ACADEMY,135,3,296,301,0.022222222222222223,03M421,201,0,0,0,0,0,0,0,68,65,68,0,0,0,0,99,49.3,102,50.7,3,1.5,116,57.7,71,35.3,4,2,7,3.5,60,29.9,14,7,139,69.2,73.1,2016-17
2016,YORK EARLY COLLEGE ACADEMY,128,17,320,322,0.1328125,28Q284,620,0,0,0,0,0,0,0,90,89,92,93,89,86,81,342,55.2,278,44.8,189,30.5,293,47.3,64,10.3,66,10.6,8,1.3,65,10.5,6,1,473,76.3,39.9,2016-17
2016,YORKVILLE COMMUNITY SCHOOL,73,6,326,323,0.0821917808219178,02M151,537,19,84,71,73,91,88,111,0,0,0,0,0,0,0,271,50.5,266,49.5,34,6.3,77,14.3,131,24.4,31,5.8,264,49.2,95,17.7,26,4.8,216,40.2,34.6,2016-17
2016,YORKVILLE EAST MIDDLE SCHOOL,81,1,333,319,0.012345679012345678,02M177,213,0,0,0,0,0,0,0,79,84,50,0,0,0,0,103,48.4,110,51.6,21,9.9,22,10.3,57,26.8,11,5.2,102,47.9,60,28.2,3,1.4,61,28.6,21.1,2016-17
2016,YOUNG LEADERS ELEMENTARY SCHOOL,141,1,269,275,0.0070921985815602835,07X369,237,24,29,38,39,44,35,28,0,0,0,0,0,0,0,114,48.1,123,51.9,0,0,41,17.3,192,81,2,0.8,2,0.8,72,30.4,107,45.1,231,97.5,91,2016-17
2016,YOUNG WOMEN'S LEADERSHIP SCHOOL,30,4,305,315,0.13333333333333333,04M610,482,0,0,0,0,0,0,0,52,51,56,82,77,82,82,482,100,0,0,43,8.9,115,23.9,292,60.6,12,2.5,20,4.1,97,20.1,8,1.7,402,83.4,70.9,2016-17
2016,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,113,11,294,306,0.09734513274336283,14K614,394,0,0,0,0,0,0,0,63,50,43,70,45,68,55,394,100,0,0,12,3,212,53.8,139,35.3,12,3,19,4.8,64,16.2,21,5.3,306,77.7,70.4,2016-17
2016,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,56,0,315,312,0,09X568,400,0,0,0,0,0,0,0,91,86,79,82,62,0,0,400,100,0,0,13,3.2,140,35,237,59.2,7,1.8,3,0.7,72,18,25,6.3,344,86,76.5,2016-17
2016,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",49,4,317,321,0.08163265306122448,30Q286,558,0,0,0,0,0,0,0,79,78,82,84,75,81,79,558,100,0,0,199,35.7,30,5.4,237,42.5,3,0.5,89,15.9,66,11.8,22,3.9,476,85.3,55.4,2016-17
2016,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",59,5,327,328,0.0847457627118644,28Q896,566,0,0,0,0,0,0,0,80,79,79,87,83,71,87,566,100,0,0,184,32.5,272,48.1,65,11.5,32,5.7,13,2.3,84,14.8,11,1.9,453,80,47.8,2016-17
2017,ACADEMY FOR NEW AMERICANS,143,3,280,248,0.02097902097902098,30Q235,149,0,0,0,0,0,0,0,30,47,72,0,0,0,0,78,52.3,71,47.7,26,17.4,2,1.3,97,65.1,1,0.7,23,15.4,0,0,148,99.3,143,96,55.6,2016-17
2017,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,55,0,276,290,0,10X363,503,0,0,0,0,0,0,0,175,167,161,0,0,0,0,217,43.1,286,56.9,11,2.2,54,10.7,429,85.3,2,0.4,7,1.4,126,25,167,33.2,486,96.6,88,2016-17
2017,ACADEMY FOR YOUNG WRITERS,207,26,269,297,0.12560386473429952,19K404,566,0,0,0,0,0,0,0,67,61,63,95,82,73,125,349,61.7,217,38.3,6,1.1,396,70,146,25.8,13,2.3,5,0.9,114,20.1,9,1.6,459,81.1,68.6,2016-17
2017,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,93,6,297,305,0.06451612903225806,07X343,302,0,0,0,0,0,0,0,103,97,102,0,0,0,0,136,45,166,55,2,0.7,80,26.5,216,71.5,2,0.7,2,0.7,72,23.8,27,8.9,286,94.7,88.6,2016-17
2017,ACADEMY OF ARTS AND LETTERS,153,2,316,324,0.013071895424836602,13K492,517,0,50,51,55,57,56,59,63,61,65,0,0,0,0,273,52.8,244,47.2,37,7.2,191,36.9,81,15.7,33,6.4,175,33.8,111,21.5,4,0.8,139,26.9,31.8,2016-17
2017,ACADEMY OF PUBLIC RELATIONS,153,3,273,287,0.0196078431372549,07X298,256,0,0,0,0,0,0,0,90,72,94,0,0,0,0,116,45.3,140,54.7,0,0,53,20.7,198,77.3,1,0.4,4,1.6,74,28.9,72,28.1,205,80.1,86.9,2016-17
2017,ACCION ACADEMY,71,9,279,300,0.1267605633802817,12X341,131,0,0,0,0,0,0,0,48,49,34,0,0,0,0,67,51.1,64,48.9,2,1.5,33,25.2,95,72.5,0,0,1,0.8,35,26.7,21,16,114,87,89.4,2016-17
2017,ALL CITY LEADERSHIP SECONDARY SCHOOL,27,1,341,339,0.037037037037037035,32K554,413,0,0,0,0,0,0,0,60,60,62,67,62,60,42,233,56.4,180,43.6,25,6.1,42,10.2,315,76.3,2,0.5,29,7,33,8,7,1.7,363,87.9,60.5,2016-17
2017,AMISTAD DUAL LANGUAGE SCHOOL,133,12,297,305,0.09022556390977443,06M311,423,0,50,50,49,43,47,50,46,36,52,0,0,0,0,219,51.8,204,48.2,6,1.4,5,1.2,389,92,3,0.7,20,4.7,59,13.9,103,24.3,336,79.4,68,2016-17
2017,AMPARK NEIGHBORHOOD,144,0,307,309,0,10X344,398,0,52,66,63,58,78,81,0,0,0,0,0,0,0,196,49.2,202,50.8,16,4,56,14.1,252,63.3,12,3,62,15.6,71,17.8,16,4,205,51.5,43.4,2016-17
2017,ANDRIES HUDDE,128,18,291,303,0.140625,22K240,791,0,0,0,0,0,0,0,226,267,298,0,0,0,0,389,49.2,402,50.8,145,18.3,484,61.2,106,13.4,11,1.4,45,5.7,143,18.1,75,9.5,674,85.2,60.6,2016-17
2017,ARCHER ELEMENTARY SCHOOL,165,8,284,294,0.048484848484848485,12X531,497,18,77,79,80,85,81,77,0,0,0,0,0,0,0,242,48.7,255,51.3,57,11.5,122,24.5,294,59.2,15,3,9,1.8,126,25.4,106,21.3,483,97.2,83.4,2016-17
2017,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,39,8,365,356,0.20512820512820512,30Q580,518,0,0,0,0,0,0,0,0,114,105,80,60,72,87,293,56.6,225,43.4,236,45.6,14,2.7,87,16.8,21,4.1,160,30.9,17,3.3,3,0.6,219,42.3,26,2016-17
2017,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",18,0,338,333,0,02M442,150,0,0,0,0,0,39,41,24,26,20,0,0,0,0,81,54,69,46,45,30,44,29.3,26,17.3,7,4.7,28,18.7,5,3.3,3,2,83,55.3,42.3,2016-17
2017,BATTERY PARK CITY SCHOOL,183,3,331,333,0.01639344262295082,02M276,850,0,100,90,89,92,107,100,98,83,91,0,0,0,0,400,47.1,450,52.9,169,19.9,42,4.9,90,10.6,67,7.9,482,56.7,158,18.6,14,1.6,74,8.7,10.5,2016-17
2017,BAYCHESTER ACADEMY,90,7,317,317,0.07777777777777778,11X169,414,36,51,58,67,67,67,68,0,0,0,0,0,0,0,214,51.7,200,48.3,10,2.4,301,72.7,84,20.3,14,3.4,5,1.2,78,18.8,16,3.9,364,87.9,62.7,2016-17
2017,BAYCHESTER MIDDLE SCHOOL,93,10,278,291,0.10752688172043011,11X532,304,0,0,0,0,0,0,0,102,101,101,0,0,0,0,138,45.4,166,54.6,3,1,202,66.4,92,30.3,6,2,1,0.3,65,21.4,11,3.6,248,81.6,68.5,2016-17
2017,BELL ACADEMY,125,3,327,331,0.024,25Q294,369,0,0,0,0,0,0,0,104,141,124,0,0,0,0,184,49.9,185,50.1,124,33.6,18,4.9,109,29.5,3,0.8,115,31.2,74,20.1,7,1.9,195,52.8,29.4,2016-17
2017,BLUEPRINT MIDDLE SCHOOL,90,3,285,297,0.03333333333333333,08X562,333,0,0,0,0,0,0,0,128,89,116,0,0,0,0,169,50.8,164,49.2,71,21.3,49,14.7,191,57.4,4,1.2,18,5.4,66,19.8,61,18.3,298,89.5,74.9,2016-17
2017,BRIGHTER CHOICE COMMUNITY SCHOOL,114,1,299,313,0.008771929824561403,16K627,317,34,48,38,60,43,56,38,0,0,0,0,0,0,0,162,51.1,155,48.9,2,0.6,204,64.4,104,32.8,1,0.3,6,1.9,52,16.4,11,3.5,279,88,79.4,2016-17
2017,BRONX ALLIANCE MIDDLE SCHOOL,93,10,276,293,0.10752688172043011,11X355,332,0,0,0,0,0,0,0,100,123,109,0,0,0,0,150,45.2,182,54.8,11,3.3,199,59.9,112,33.7,5,1.5,5,1.5,79,23.8,27,8.1,277,83.4,69.3,2016-17
2017,BRONX DANCE ACADEMY SCHOOL,30,4,298,307,0.13333333333333333,10X308,275,0,0,0,0,0,0,0,99,84,92,0,0,0,0,209,76,66,24,7,2.5,57,20.7,209,76,1,0.4,1,0.4,63,22.9,14,5.1,246,89.5,78.2,2016-17
2017,BRONX GREEN MIDDLE SCHOOL,113,10,286,297,0.08849557522123894,11X326,394,0,0,0,0,0,0,0,132,130,132,0,0,0,0,192,48.7,202,51.3,27,6.9,95,24.1,225,57.1,3,0.8,44,11.2,92,23.4,63,16,376,95.4,71.5,2016-17
2017,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,114,10,304,310,0.08771929824561403,09X413,410,0,0,0,0,0,0,0,48,53,44,90,81,58,36,225,54.9,185,45.1,35,8.5,119,29,244,59.5,6,1.5,6,1.5,74,18,42,10.2,301,73.4,83.6,2016-17
2017,BRONX LATIN,155,8,282,295,0.05161290322580645,12X267,561,0,0,0,0,0,0,0,76,73,84,97,81,79,71,240,42.8,321,57.2,8,1.4,109,19.4,436,77.7,3,0.5,5,0.9,146,26,74,13.2,538,95.9,82.9,2016-17
2017,BRONX LITTLE SCHOOL,165,8,283,289,0.048484848484848485,12X691,318,18,39,56,44,52,54,55,0,0,0,0,0,0,0,160,50.3,158,49.7,35,11,61,19.2,213,67,6,1.9,3,0.9,77,24.2,55,17.3,290,91.2,79,2016-17
2017,BRONX PARK MIDDLE SCHOOL,113,10,285,299,0.08849557522123894,11X556,394,0,0,0,0,0,0,0,129,128,137,0,0,0,0,196,49.7,198,50.3,33,8.4,83,21.1,236,59.9,5,1.3,37,9.4,76,19.3,68,17.3,344,87.3,76.2,2016-17
2017,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",106,4,299,311,0.03773584905660377,09X505,774,0,0,0,0,0,0,0,97,89,97,143,135,114,99,426,55,348,45,10,1.3,192,24.8,550,71.1,14,1.8,8,1,163,21.1,56,7.2,707,91.3,80.1,2016-17
2017,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,99,4,282,300,0.04040404040404041,08X269,638,0,0,0,0,0,0,0,101,88,95,137,110,68,39,346,54.2,292,45.8,5,0.8,137,21.5,485,76,3,0.5,8,1.3,174,27.3,78,12.2,496,77.7,84.5,2016-17
2017,BRONX WRITING ACADEMY,68,7,279,287,0.10294117647058823,09X323,451,0,0,0,0,0,0,0,149,153,149,0,0,0,0,251,55.7,200,44.3,7,1.6,147,32.6,284,63,4,0.9,9,2,98,21.7,122,27.1,432,95.8,85.9,2016-17
2017,BROOKLYN ARBOR ELEMENTARY SCHOOL,89,8,305,304,0.0898876404494382,14K414,606,36,67,76,113,107,109,98,0,0,0,0,0,0,0,296,48.8,310,51.2,15,2.5,17,2.8,385,63.5,23,3.8,166,27.4,134,22.1,54,8.9,366,60.4,55.3,2016-17
2017,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,165,12,281,285,0.07272727272727272,17K705,378,53,78,61,60,53,43,30,0,0,0,0,0,0,0,175,46.3,203,53.7,20,5.3,176,46.6,108,28.6,4,1.1,70,18.5,102,27,40,10.6,244,64.6,54.4,2016-17
2017,BROOKLYN BROWNSTONE SCHOOL,73,0,304,320,0,16K628,244,36,58,46,29,26,22,27,0,0,0,0,0,0,0,142,58.2,102,41.8,1,0.4,182,74.6,28,11.5,5,2,28,11.5,39,16,0,0,165,67.6,60.8,2016-17
2017,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),56,4,283,296,0.07142857142857142,23K664,89,0,0,0,0,0,0,0,21,26,42,0,0,0,0,47,52.8,42,47.2,0,0,72,80.9,13,14.6,0,0,4,4.5,23,25.8,1,1.1,84,94.4,88,2016-17
2017,BROOKLYN GARDENS ELEMENTARY SCHOOL,61,4,272,287,0.06557377049180328,19K557,335,25,48,57,52,54,53,46,0,0,0,0,0,0,0,163,48.7,172,51.3,1,0.3,210,62.7,112,33.4,4,1.2,8,2.4,101,30.1,23,6.9,306,91.3,93.4,2016-17
2017,BROOKLYN LANDMARK ELEMENTARY SCHOOL,56,4,319,325,0.07142857142857142,23K599,311,31,48,48,51,38,47,48,0,0,0,0,0,0,0,161,51.8,150,48.2,6,1.9,224,72,74,23.8,4,1.3,3,1,71,22.8,12,3.9,267,85.9,82.1,2016-17
2017,BROOKLYN SCHOOL OF INQUIRY,179,4,348,342,0.0223463687150838,20K686,585,0,51,62,64,65,64,65,65,87,62,0,0,0,0,294,50.3,291,49.7,108,18.5,29,5,24,4.1,17,2.9,407,69.6,40,6.8,49,8.4,125,21.4,20.7,2016-17
2017,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,134,8,291,308,0.05970149253731343,18K763,225,0,0,0,0,0,0,0,76,78,71,0,0,0,0,86,38.2,139,61.8,1,0.4,215,95.6,5,2.2,3,1.3,1,0.4,36,16,4,1.8,178,79.1,48.5,2016-17
2017,BROOKLYN STUDIO SECONDARY SCHOOL,79,26,302,310,0.3291139240506329,21K690,926,0,0,0,0,0,0,0,102,87,84,226,161,128,138,469,50.6,457,49.4,182,19.7,34,3.7,274,29.6,8,0.9,428,46.2,186,20.1,134,14.5,693,74.8,61.3,2016-17
2017,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,104,2,274,286,0.019230769230769232,23K363,88,0,0,0,0,0,0,0,30,21,37,0,0,0,0,53,60.2,35,39.8,0,0,57,64.8,27,30.7,2,2.3,2,2.3,33,37.5,7,8,84,95.5,89.3,2016-17
2017,CASTLE BRIDGE SCHOOL,170,10,329,323,0.058823529411764705,06M513,227,18,37,35,33,36,44,24,0,0,0,0,0,0,0,115,50.7,112,49.3,4,1.8,24,10.6,147,64.8,7,3.1,45,19.8,72,31.7,61,26.9,139,61.2,57.9,2016-17
2017,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,106,14,272,287,0.1320754716981132,28Q072,442,0,0,0,0,0,0,0,129,125,188,0,0,0,0,182,41.2,260,58.8,49,11.1,299,67.6,56,12.7,34,7.7,4,0.9,122,27.6,28,6.3,335,75.8,62.6,2016-17
2017,CENTRAL PARK EAST I,123,5,284,299,0.04065040650406504,04M497,214,31,29,30,37,33,30,24,0,0,0,0,0,0,0,105,49.1,109,50.9,25,11.7,37,17.3,62,29,26,12.1,64,29.9,36,16.8,4,1.9,77,36,39.2,2016-17
2017,CENTRAL PARK EAST II,201,14,303,312,0.06965174129353234,04M964,387,18,44,44,48,49,53,53,48,30,0,0,0,0,0,196,50.6,191,49.4,26,6.7,114,29.5,130,33.6,31,8,86,22.2,87,22.5,4,1,121,31.3,48.7,2016-17
2017,CHANNEL VIEW SCHOOL FOR RESEARCH,215,17,296,305,0.07906976744186046,27Q262,804,0,0,0,0,0,0,0,133,93,87,128,121,130,112,404,50.2,400,49.8,69,8.6,356,44.3,262,32.6,11,1.4,106,13.2,109,13.6,17,2.1,602,74.9,53.5,2016-17
2017,CHRISTOPHER AVENUE COMMUNITY SCHOOL,119,5,287,296,0.04201680672268908,23K401,299,31,40,58,52,49,33,36,0,0,0,0,0,0,0,146,48.8,153,51.2,0,0,205,68.6,87,29.1,3,1,4,1.3,78,26.1,15,5,290,97,94.9,2016-17
2017,CITY COLLEGE ACADEMY OF THE ARTS,87,2,300,312,0.022988505747126436,06M293,598,0,0,0,0,0,0,0,86,92,78,96,84,86,76,329,55,269,45,3,0.5,21,3.5,557,93.1,2,0.3,15,2.5,85,14.2,32,5.4,463,77.4,71.6,2016-17
2017,CITY KNOLL MIDDLE SCHOOL,32,1,293,305,0.03125,02M933,247,0,0,0,0,0,0,0,85,74,88,0,0,0,0,141,57.1,106,42.9,25,10.1,49,19.8,124,50.2,8,3.2,41,16.6,83,33.6,20,8.1,185,74.9,54.1,2016-17
2017,COLLABORATIVE ARTS MIDDLE SCHOOL,133,11,279,291,0.08270676691729323,29Q355,341,0,0,0,0,0,0,0,95,110,136,0,0,0,0,168,49.3,173,50.7,7,2.1,298,87.4,27,7.9,4,1.2,5,1.5,90,26.4,12,3.5,252,73.9,55,2016-17
2017,COLUMBIA SECONDARY SCHOOL,141,8,343,342,0.05673758865248227,05M362,687,0,0,0,0,0,0,0,99,100,98,101,101,95,93,348,50.7,339,49.3,79,11.5,157,22.9,290,42.2,20,2.9,141,20.5,85,12.4,2,0.3,378,55,47.8,2016-17
2017,COMMUNITY ACTION SCHOOL - MS 258,124,3,307,310,0.024193548387096774,03M258,223,0,0,0,0,0,0,0,82,59,82,0,0,0,0,98,43.9,125,56.1,3,1.3,102,45.7,95,42.6,1,0.4,22,9.9,61,27.4,5,2.2,135,60.5,66.6,2016-17
2017,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,90,1,289,303,0.011111111111111112,06M346,663,0,0,0,0,0,0,0,96,92,90,99,101,100,85,331,49.9,332,50.1,6,0.9,52,7.8,593,89.4,5,0.8,7,1.1,122,18.4,113,17,612,92.3,81.1,2016-17
2017,COMMUNITY MATH & SCIENCE PREP,47,2,266,273,0.0425531914893617,06M328,246,0,0,0,0,0,0,0,54,88,104,0,0,0,0,105,42.7,141,57.3,6,2.4,38,15.4,200,81.3,0,0,2,0.8,80,32.5,118,48,232,94.3,77.6,2016-17
2017,COMMUNITY VOICES MIDDLE SCHOOL,133,11,280,296,0.08270676691729323,29Q356,314,0,0,0,0,0,0,0,93,105,116,0,0,0,0,147,46.8,167,53.2,6,1.9,275,87.6,22,7,7,2.2,4,1.3,74,23.6,19,6.1,238,75.8,57.4,2016-17
2017,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,154,0,312,306,0,09X327,719,0,0,0,0,0,0,0,97,100,98,102,129,93,100,346,48.1,373,51.9,4,0.6,150,20.9,559,77.7,2,0.3,4,0.6,164,22.8,87,12.1,628,87.3,83.5,2016-17
2017,CONCOURSE VILLAGE ELEMENTARY SCHOOL,164,11,341,335,0.06707317073170732,07X359,342,32,55,68,56,45,41,45,0,0,0,0,0,0,0,160,46.8,182,53.2,1,0.3,110,32.2,220,64.3,3,0.9,8,2.3,75,21.9,65,19,326,95.3,80,2016-17
2017,CONSELYEA PREPARATORY SCHOOL,75,3,307,318,0.04,14K577,506,0,0,0,0,0,0,0,181,173,152,0,0,0,0,290,57.3,216,42.7,14,2.8,22,4.3,284,56.1,3,0.6,183,36.2,102,20.2,21,4.2,227,44.9,50.9,2016-17
2017,CORNERSTONE ACADEMY FOR SOCIAL ACTION,158,2,296,297,0.012658227848101266,11X189,395,32,52,60,70,65,55,61,0,0,0,0,0,0,0,192,48.6,203,51.4,2,0.5,206,52.2,164,41.5,9,2.3,14,3.5,73,18.5,18,4.6,358,90.6,72,2016-17
2017,CORONA ARTS & SCIENCES ACADEMY,124,4,296,298,0.03225806451612903,24Q311,537,0,0,0,0,0,0,0,296,121,120,0,0,0,0,257,47.9,280,52.1,12,2.2,5,0.9,517,96.3,0,0,3,0.6,86,16,116,21.6,523,97.4,74.8,2016-17
2017,CRESTON ACADEMY,108,8,293,293,0.07407407407407407,10X447,474,0,0,0,0,0,0,0,148,164,162,0,0,0,0,237,50,237,50,10,2.1,50,10.5,408,86.1,1,0.2,5,1.1,99,20.9,162,34.2,435,91.8,91.6,2016-17
2017,CYNTHIA JENKINS SCHOOL,102,19,287,297,0.18627450980392157,29Q037,508,44,73,66,78,88,78,81,0,0,0,0,0,0,0,248,48.8,260,51.2,13,2.6,448,88.2,40,7.9,6,1.2,1,0.2,103,20.3,20,3.9,377,74.2,60.3,2016-17
2017,DOCK STREET SCHOOL FOR STEAM STUDIES,89,1,301,304,0.011235955056179775,13K313,137,0,0,0,0,0,0,0,103,16,18,0,0,0,0,73,53.3,64,46.7,9,6.6,91,66.4,33,24.1,1,0.7,3,2.2,39,28.5,3,2.2,106,77.4,66.9,2016-17
