value,std_error,t_value,pr_t,lci,uci,ModelName
-10.324796781052642,4.680941966011595,-2.2057092046902484,0.02762697411371251,-19.499443034435366,-1.1501505276699167,10
-10.322610193592594,3.5702349527656607,-2.891297163957304,0.0039180400199940735,-17.32027070101329,-3.324949686171899,20
-14.442169954214298,4.599632095833382,-3.1398532868089317,0.0017389762838626588,-23.457448862047727,-5.42689104638087,30
-10.995389896112416,4.7598696916301275,-2.3100190989360447,0.02108618457773126,-20.324734491707467,-1.666045300517366,40
-12.81422896658162,4.599746139020812,-2.785855692746882,0.005437709153452097,-21.82973139906241,-3.798726534100828,50
-12.697741726868555,4.428838600082902,-2.867059035890554,0.004228391580915147,-21.378265383031042,-4.0172180707060665,60
-10.578726845687525,6.100812899703965,-1.733986440757894,0.08322293067014463,-22.536320129107295,1.3788664377322455,70
-7.26875812587475,5.484353613471434,-1.3253627752995745,0.18534793081328949,-18.01809120827876,3.480574956529261,80
-3.743831573541835,9.395759136211943,-0.3984597220157373,0.6903748165025618,-22.159519480517243,14.671856333433572,90
