Borough,Geographical District,Building Code,Building Name ,Building Address,Elevated Result,Date of Initial Test,Number of Samples Tested,Number of Elevated Samples
X,12,X084,P.S. 811 (OLD I84) - BRONX,1434 LONGFELLOW AVENUE,Yes,1/18/2017,143,12
X,10,X085,P.S. 85 - BRONX,2400 MARION AVENUE,Yes,1/12/2017,75,4
X,10,X086,P.S. 86 - BRONX,2756 RESERVOIR AVENUE,Yes,1/13/2017,81,7
X,11,X087,P.S. 87 - BRONX,1935 BUSSING AVENUE,Yes,1/13/2017,45,3
X,9,X088,P.S. 88 - BRONX,1340 SHERIDAN AVENUE,No,1/19/2017,26,0
X,11,X089,P.S. 89 - BRONX,980 MACE AVENUE,Yes,1/20/2017,63,2
X,9,X090,P.S. 90 - BRONX,1116 SHERIDAN AVENUE,Yes,1/14/2017,90,1
X,10,X091,P.S. 91 - BRONX,2200 AQUEDUCT AVENUE,Yes,1/18/2017,47,1
X,12,X092,P.S. 92 - BRONX,700 EAST 179 STREET,Yes,1/20/2017,74,11
X,8,X093,P.S. 93 - BRONX,1535 STORY AVENUE,Yes,1/7/2017,43,3
X,10,X094,P.S. 94 - BRONX,3530 KINGS COLLEGE PLACE,Yes,1/13/2017,36,5
X,10,X095,P.S. 95 - BRONX,3961 HILLMAN AVENUE,No,1/12/2017,144,0
X,11,X096,P.S. 96 - BRONX,2385 OLINVILLE AVENUE,Yes,1/12/2017,178,2
X,11,X097,P.S. 97 - BRONX,1375 MACE AVENUE,Yes,1/18/2017,37,1
X,12,X098,I.S. 98 - BRONX,1619 BOSTON ROAD,Yes,1/20/2017,88,24
X,12,X099,REV. J.A. POLITE AVE SCHOOL CAMPUS - BRONX,1180 REV. J.A. POLITE AVE.,Yes,1/20/2017,45,2
X,8,X100,P.S. 100 - BRONX,800 TAYLOR AVENUE,Yes,1/7/2017,135,7
X,8,X101,I.S. 101 - BRONX,2750 LAFAYETTE AVENUE,Yes,1/13/2017,105,5
X,12,X102,P.S. 102 - BRONX,1827 ARCHER STREET,Yes,1/18/2017,165,8
X,11,X103,P.S. 103 - BRONX,4125 CARPENTER AVENUE,Yes,1/12/2017,79,10
X,9,X104,P.S. 199 - BRONX,1449 SHAKESPEARE AVENUE,Yes,1/20/2017,81,8
X,11,X105,P.S. 105 - BRONX,725 BRADY AVENUE,Yes,1/14/2017,79,13
X,11,X106,P.S. 106 - BRONX,1514 OLMSTEAD AVENUE,Yes,1/7/2017,185,4
X,8,X107,P.S. 107 - BRONX,1695 SEWARD AVENUE,Yes,1/19/2017,53,10
X,11,X108,P.S. 108 - BRONX,1166 NEILL AVENUE,No,1/19/2017,63,0
X,9,X109,P.S. 109 - BRONX,1771 POPHAM AVENUE,Yes,1/19/2017,122,1
X,9,X110,P.S. 110 - BRONX,580 CROTONA PARK SOUTH,No,1/14/2017,109,0
X,11,X111,P.S. 111 - BRONX,3740 BAYCHESTER AVENUE,Yes,1/18/2017,122,1
X,11,X112,P.S. 112 - BRONX,1925 SCHIEFFELIN AVENUE,Yes,1/12/2017,117,1
X,11,X113,I.S. 113 - BRONX,3710 BARNES AVENUE,Yes,1/13/2017,72,17
X,9,X114,P.S. 114 - BRONX,1155 CROMWELL AVENUE,Yes,1/20/2017,47,5
X,10,X115,I.S. 399 (OLD X HS/X115) - BRONX,120 EAST 184 STREET,No,1/18/2017,55,0
X,12,X116,I.S. 216 - BRONX,977 FOX STREET,Yes,1/18/2017,106,13
X,9,X117,I.S. 117 - BRONX,1865 MORRIS AVENUE,No,1/20/2017,56,0
X,10,X118,I.S. 118 - BRONX,577 EAST 179 STREET,Yes,1/14/2017,57,4
X,8,X119,P.S. 119 - BRONX,1075 PUGSLEY AVENUE,No,1/7/2017,80,0
X,8,X120,I.S. 301 - BRONX,890 CAULDWELL AVENUE,No,1/18/2017,89,0
X,11,X121,P.S. 121 - BRONX,2750 THROOP AVENUE,Yes,1/12/2017,160,10
X,10,X122,P.S. 310 - BRONX,260 W KINGSBRIDGE RD,Yes,1/13/2017,126,12
X,8,X123,I.S. 123 - BRONX,1025 MORRISON AVENUE,Yes,1/7/2017,112,26
X,8,X125,I.S. 125 - BRONX,1111 PUGSLEY AVENUE,Yes,1/19/2017,90,3
X,9,X126,P.S. 126 (ECF) - BRONX,175 WEST 166 STREET,No,1/20/2017,126,0
X,11,X127,I.S. 127 - BRONX,1560 PURDY STREET,Yes,1/12/2017,63,2
X,12,X129,I.S. 129 (PAIRED W P234) - BRONX,2055 MAPES AVENUE,Yes,2/4/2017,201,11
X,8,X130,P.S. 130 - BRONX,750 PROSPECT AVENUE,Yes,1/7/2017,97,3
X,8,X131,I.S. 131 - BRONX,885 BOLTON AVENUE,Yes,1/19/2017,117,12
X,9,X132,P.S. 132 - BRONX,1245 WASHINGTON AVENUE,Yes,1/19/2017,144,17
X,12,X134,P.S. 134 - BRONX,1330 BRISTOW STREET,Yes,1/18/2017,125,10
X,11,X135,I.S. 135 - BRONX,2441 WALLACE AVENUE,Yes,1/12/2017,113,10
X,12,X136,P.S. 186 (OLD J136) - BRONX,750 JENNINGS STREET,Yes,1/18/2017,71,4
X,10,X137,I.S. 391 (UDC) - BRONX,2225 WEBSTER AVENUE,Yes,2/14/2017,108,15
X,8,X138,P.S. 138 - BRONX,2060 LAFAYETTE AVENUE,No,1/18/2017,91,0
X,7,X139,J.H.S. 222 - BRONX,345 BROOK AVENUE,Yes,1/19/2017,93,6
X,8,X140,P.S. 140 - BRONX,916 EAGLE AVENUE,Yes,1/19/2017,130,4
X,10,X141,M.S./H.S. 141 - BRONX,660 WEST 237 STREET,Yes,1/13/2017,149,20
X,11,X142,I.S. 142 - BRONX,3750 BAYCHESTER AVENUE,Yes,1/12/2017,93,10
X,10,X143,I.S. 143 - BRONX,120 WEST 231 STREET,Yes,1/12/2017; 2/14/2017,98,13
X,11,X144,I.S. 144 - BRONX,2545 GUNTHER AVENUE,Yes,1/13/2017,114,1
X,9,X145,I.S. 145 - BRONX,1000 TELLER AVENUE,Yes,1/19/2017,123,4
X,8,X146,P.S. 146 - BRONX,968 CAULDWELL AVENUE,No,1/7/2017,118,0
X,9,X147,I.S. 339 (OLD 147) - BRONX,1600 WEBSTER AVENUE,Yes,2/14/2017,78,4
X,9,X148,I.S. 219 (OLD 148) - BRONX,3630 THIRD AVENUE,Yes,1/20/2017,91,18
X,7,X149,J.H.S. 149 - BRONX,360 EAST 145 STREET,No,1/7/2017,60,0
X,12,X150,P.S. 150 - BRONX,920 EAST 167 STREET,No,1/18/2017,140,0
X,7,X151,I.S. 151 - BRONX,250 EAST 156 STREET,Yes,1/19/2017,126,12
X,8,X152,P.S. 152 - BRONX,1007 EVERGREEN AVENUE,Yes,1/19/2017,139,23
X,11,X153,P.S. 153 - BRONX,650 BAYCHESTER AVENUE,Yes,1/21/2017,118,4
X,7,X154,P.S. 154 - BRONX,333 EAST 135 STREET,Yes,1/7/2017,115,2
X,7,X155,P.S. 754 (OLD IS155) - BRONX,470 JACKSON AVENUE,Yes,1/12/2017,93,9
X,7,X156,P.S. 156 - BRONX,750 CONCOURSE VILLAGE WEST,Yes,1/7/2017,164,11
X,7,X157,P.S. 157 - BRONX,757 CAULDWELL AVENUE,No,1/7/2017,128,0
X,12,X158,I.S. 158 - BRONX,800 HOME STREET,Yes,1/18/2017,155,8
X,10,X159,P.S. 159 - BRONX,2315 WASHINGTON AVENUE,No,1/12/2017,19,0
X,11,X160,P.S. 160 - BRONX,4140 HUTCHINSON RIVER PKWAY EA,Yes,1/12/2017,159,18
X,7,X161,P.S. 161 - BRONX,628 TINTON AVENUE,Yes,1/12/2017,165,7
X,7,X162,I.S. 162 - BRONX,600 SAINT ANN'S AVENUE,Yes,1/13/2017,91,6
X,9,X163,P.S. 163 - BRONX,2075 WEBSTER AVENUE,Yes,1/19/2017,56,3
X,9,X166,I.S. 166 - BRONX,250 EAST 164 STREET,Yes,1/19/2017,126,23
X,12,X167,P.S. 214 - BRONX,1970 WEST FARMS ROAD,Yes,1/18/2017,112,8
X,11,X169,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - X,3500 EDSON AVENUE,Yes,1/12/2017,90,7
X,9,X170,P.S. 170 (ECC) - BRONX,1598 TOWNSEND AVENUE,Yes,1/20/2017,85,1
X,9,X171,P.S. 4 ANNEX (P171 ECC) - BRONX,1717 FULTON AVENUE,Yes,1/18/2017,92,4
X,9,X172,P.S. 11 ANNEX (P172 ECC) - BRONX,1399 OGDEN AVE,Yes,1/20/2017,82,5
X,9,X173,P.S. 236 (P173 ECC) - BRONX,1871 WALTON AVENUE,Yes,1/19/2017,96,9
X,8,X174,I.S. 174 - BRONX,456 WHITE PLAINS ROAD,Yes,1/20/2017,141,25
X,11,X175,P.S. 175 - BRONX,200 CITY ISLAND AVENUE,Yes,1/12/2017,61,4
X,10,X177,THE NORWOOD EAST CAMPUS - BRONX,3177 WEBSTER AVENUE,Yes,1/13/2017,147,4
X,11,X178,P.S. 178 - BRONX,850 BAYCHESTER AVENUE,Yes,1/12/2017,130,15
X,11,X180,I.S. 180 - BRONX,700 BAYCHESTER AVENUE,Yes,1/12/2017,105,14
X,11,X181,I.S. 181 - BRONX,800 BAYCHESTER AVENUE,Yes,1/12/2017,64,3
X,8,X182,P.S. 182 - BRONX,601 STICKBALL BOULEVARD,Yes,1/7/2017,114,11
X,7,X183,J.H.S. 203 - BRONX,339 MORRIS AVENUE,Yes,1/20/2017,107,7
X,7,X184,I.S. 184 - BRONX,778 FOREST AVENUE,Yes,1/19/2017,153,3
X,11,X189,P.S./I.S. 189 - BRONX,3441 STEENWICK AVENUE,Yes,1/12/2017,158,2
X,8,X192,I.S. 192 - BRONX,650 HOLLYWOOD AVENUE,Yes,1/7/2017,116,21
X,12,X193,P.S. 211 - BRONX,1919 PROSPECT AVENUE,Yes,1/21/2017,118,6
X,11,X194,P.S./I.S. 194 - BRONX,2365 WATERBURY AVE,Yes,1/12/2017,194,4
X,12,X198,P.S. 198 - BRONX,1180 TINTON AVENUE,Yes,1/18/2017,127,4
X,10,X205,P.S. 205A (ECF) - BRONX,2475 SOUTHERN BOULEVARD,Yes,1/13/2017,81,3
X,10,X206,I.S. 206B - BRONX,2280 AQUEDUCT AVENUE,Yes,1/12/2017,30,2
X,10,X209,P.S. 209 - BRONX,313 EAST 183RD STREET,Yes,1/18/2017,66,1
X,10,X211,P.U.L.S.E. HS - BRONX,560 EAST 179 STREET,Yes,1/20/2017,52,9
X,9,X229,P.S. 230/I.S. 229 (UDC) - BRONX,275 HARLEM RIVER PARK BRIDGE,Yes,1/20/2017,115,11
X,12,X234,P.S. 234 (PAIRED W I129) - BRONX,2050 PROSPECT AVENUE,Yes,Results reported under X129,Results reported under X129,Results reported under X129
X,9,X235,P.S./I.S. 218 - BRONX,1220 GERARD AVENUE,Yes,1/19/2017,129,17
X,9,X236,P.S. 236 ANNEX - BRONX,499 EAST 175 STREET,Yes,1/19/2017,27,2
X,9,X240,DOE NEW SETTLEMENT COMMUNITY CAMPUS - X,1501 JEROME AVENUE,No,4/4/2017,154,0
X,10,X254,I.S. 254 - BRONX,2452 WASHINGTON AVENUE,Yes,1/13/2017,69,1
X,10,X279,P.S. 279 - BRONX,2100 WALTON AVENUE,Yes,1/12/2017,171,6
X,10,X283,Jonas Bronck Academy,400 EAST FORDHAM ROAD,Yes,1/13/2017,53,4
X,9,X285,HIGHBRIDGE ENVIRONMENTAL EDUCATION CAMPUS - BRONX,200 West 167th Street,Yes,1/20/2017; 2/16/2017,87,6
X,11,X292,THE DOMINIC CASTORE EDUCATIONAL CAMPUS - BRONX,800 LYDIG AVENUE,Yes,1/13/2017,109,4
X,10,X306,P.S. 306 - BRONX,40 WEST TREMONT AVENUE,Yes,1/19/2017,184,24
X,11,X311,P.S. 311 - BRONX,1684 WHITE PLAINS ROAD,Yes,1/13/2017,92,8
X,11,X314,P.S. 314 - BRONX,4520 MATILDA AVENUE,Yes,1/13/2017,44,3
X,9,X338,MORRIS HEIGHTS EDUCATIONAL COMPLEX - BRONX,1780 DR. MARTIN LUTHER KING JR. BLVD,Yes,1/19/2017,139,4
X,10,X340,P.S. 340 - BRONX,25 WEST 195 STREET,Yes,2/4/2017,91,5
X,7,X354,PRE-K CENTER @ WILLIS AVENUE â€“ BRONX,105 WILLIS AVENUE,No,1/13/2017; 2/14/2017,32,0
X,7,X356,PRE-K CENTER @535 UNION AVENUE - BRONX,535 UNION AVENUE,No,1/18/2017,60,0
X,12,X358,PRE-K CENTER @1211 SOUTHERN BOULEVARD - BRONX,1211 SOUTHERN BOULEVARD,Yes,4/1/2017,22,1
X,10,X360,P.S. 360 - BRONX,2880 KINGSBRIDGE TERRACE,Yes,1/12/2017,100,9
X,10,X361,PS 94 ANNEX - BRONX,268 EAST 211 STREET,Yes,1/13/2017,113,3
X,11,X362,I.S./H.S. 362 - BRONX,921 EAST 228TH STREET,Yes,1/12/2017; 2/14/2017; 3/16/2017,187,27
X,10,X368,M.S./H.S. 368 - BRONX,2975 TIBBETT AVENUE,Yes,1/13/2017; 3/9/2017,174,15
X,10,X373,PRE-K CENTER @3560 WEBSTER AVENUE - BRONX,3560 WEBSTER AVENUE,Yes,1/13/2017,33,1
X,10,X387,PRE-K CENTER @5500 BROADWAY - BRONX,5500 BROADWAY,No,1/18/2017,20,0
X,8,X392,'The Casita Maria Center for Arts and Education,928 SIMPSON STREET,Yes,1/19/2017,99,4
X,9,X400,MORRIS HS - X,1110 BOSTON ROAD,Yes,1/20/2017,106,14
X,12,X401,BRONX REGIONAL HS (OLD 133) - X,1010 REV. J. A. POLITE AVENUE,Yes,2/4/2017; 2/11/2017,147,17
X,8,X405,HERBERT H. LEHMAN HS - X,3000 EAST TREMONT AVENUE,Yes,2/4/2017,176,17
X,9,X410,WILLIAM H. TAFT HS - X,240 EAST 172 STREET,Yes,1/20/2017,114,10
X,9,X411,TAFT AF - BRONX,240 EAST 172 STREET,No,4/26/2017,1,0
X,11,X415,CHRISTOPHER COLUMBUS HS - X,925 ASTOR AVENUE,Yes,2/4/2017,124,7
X,11,X416,COLUMBUS AF - BRONX,925 ASTOR AVENUE,No,4/26/2017,2,0
X,12,X420,JAMES MONROE EDUCATIONAL CAMPUS - X,1300 BOYNTON AVENUE,Yes,2/4/2017,119,7
X,12,X423,JAMES MONROE HS CAMPUS ANNEX - BRONX,1551 EAST 172ND STREET,Yes,2/4/2017,158,13
X,11,X425,EVANDER CHILDS HS - X,800 EAST GUN HILL ROAD,Yes,1/13/2017,147,10
X,11,X426,CHILDS AF - BRONX,800 EAST GUNHILL ROAD,Yes,1/13/2017,10,7
X,10,X430,WALTON HS - X,2780 RESERVOIR AVENUE,Yes,2/4/2017,177,15
X,10,X431,WALTON AF - BRONX,2800 RESERVOIR AVE,No,3/30/2017,1,0
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,500 EAST FORDHAM ROAD,Yes,2/4/2017,156,23
X,10,X440,DEWITT CLINTON HS - X,100 WEST MOSHOLU PARKWAY SOUTH,Yes,2/4/2017,119,10
X,10,X441,CLINTON AF - BRONX,100 WEST MOSHOLU PARKWAY SOUTH,Yes,2/4/2017,8,4
X,10,X443,PRE-K CENTER @SEDGWICK AVENUE - BRONX,3605 SEDGWICK AVENUE,No,1/13/2017,17,0
X,10,X444,PRE-K CENTER @MARION AVENUE - BRONX,2512 MARION AVENUE,No,1/18/2017,16,0
X,10,X445,BRONX HS OF SCIENCE - X,75 WEST 205 STREET,Yes,1/18/2017,178,13
X,8,X450,Adlai E. Stevenson Educational Campus,1980 LAFAYETTE AVENUE,Yes,2/4/2017,194,25
X,8,X451,STEVENSON AF - BRONX,1980 LAFAYETTE AVENUE,Yes,2/4/2017,2,2
X,11,X455,HARRY S. TRUMAN HS - X,750 BAYCHESTER AVENUE,Yes,1/12/2017; 2/3/2017,276,11
X,11,X456,TRUMAN AF - BRONX,750 BAYCHESTER AVENUE,No,3/30/2017,4,0
X,9,X460,"HS OF LAW, GOV'T & JUSTICE - X",244 EAST 163 STREET,Yes,1/19/2017,106,4
X,9,X465,Eagle Academy For Young Men - Bronx,4143 THIRD AVENUE,No,1/19/2017,68,0
X,7,X470,SOUTH BRONX EDUCATIONAL CAMPUS (OLD 38) - X,701 ST. ANNS AVENUE,Yes,1/7/2017,73,20
X,7,X471,SOUTH BRONX AF - BRONX,701 ST. ANNS AVENUE,No,4/26/2017,1,0
X,10,X475,JOHN F. KENNEDY HS - X,99 TERRACE VIEW AVENUE,Yes,1/12/2017; 2/4/2017,161,6
X,10,X476,KENNEDY AF - BRONX,99 TERRACE VIEW AVENUE,Yes,4/26/2017,3,1
X,11,X498,THE LT. CURTIS MEYRAN AND JOHN BELLEW ED COMPLEX,1640 BRONXDALE AVE,Yes,1/12/2017; 2/14/2017,166,10
X,7,X500,Hostos-Lincoln Academy of Science,475 GRAND CONCOURSE,No,3/31/2017,25,0
X,9,X582,PRE-K CENTER @OGDEN AVENUE,1434 OGDEN AVENUE,No,1/18/2017,39,0
X,7,X600,ALFRED E. SMITH HS - X,333 EAST 151 STREET,Yes,1/7/2017,154,9
X,7,X601,SMITH AF - BRONX,333 EAST 151 STREET,Yes,1/13/2017,3,1
X,8,X650,JANE ADDAMS HS - X,900 TINTON AVENUE,Yes,1/7/2017,104,4
X,7,X655,SAMUEL GOMPERS VOC HS - X,455 SOUTHERN BLVD,Yes,1/12/2017,75,6
X,10,X660,GRACE H. DODGE VOC HS - X,2474 CROTONA AVENUE,Yes,2/4/2017,90,4
X,11,X701,P.S. 723 - BRONX,3540 BIVONA STREET,Yes,1/20/2017; 4/15/2017; 4/18/2017,13,3
X,12,X716,BRONX LIGHTHOUSE CHARTER SCHOOL - BRONX,1001 INTERVALE AVENUE,Yes,3/31/2017,47,8
X,9,X717,ICAHN CHARTER SCHOOL - BRONX,1506-30 BROOK AVENUE,No,3/31/2017,22,0
X,11,X722,P.S. 721 (OTC) - BRONX,2697 WESTCHESTER AVENUE,Yes,1/18/2017,85,4
X,10,X781,P.S. 51 - BRONX,695 EAST 182ND STREET,Yes,1/20/2017,79,1
X,7,X790,MOTT HAVEN EDUCATIONAL CAMPUS - BRONX,730 CONCOURSE VILLAGE WEST,Yes,1/7/2017,281,13
X,10,X808,P.S. 8 MINISCHOOL - BRONX,3010 BRIGGS AVENUE,No,1/18/2017,12,0
X,12,X817,P.S. 811 ANNEX - BRONX,1680 HOE AVENUE,Yes,2/24/2017,20,1
X,10,X819,P.S. 207 - BRONX,3030 GODWIN TERRACE,Yes,1/13/2017,23,1
X,10,X822,P.S. 310 MINISCHOOL - BRONX,260 W KINGSBRIDGE RD,Yes,1/13/2017,41,6
X,8,X823,I.S. 123 MINISCHOOL - BRONX,1025 MORRISON AVENUE,No,1/7/2017,14,0
X,9,X824,Bronx Hope- BRONX,108 WEST 174 STREET,Yes,1/20/2017,21,2
X,10,X826,P.S. 226 MINISCHOOL - BRONX,1950 SEDGWICK AVENUE,Yes,1/18/2017,99,2
X,10,X831,P.S. 46 ANNEX - BRONX,290 EAST 196 STREET,No,4/21/2017,41,0
X,10,X832,P.S. 32 MINISCHOOL - BRONX,690 EAST 183 STREET,No,1/13/2017,8,0
X,8,X833,REGION 2 ROC B,1230 ZEREGA AVENUE,Yes,2/4/2017,16,1
X,12,X834,P.S. 134 MINISCHOOL - BRONX,1330 BRISTOW STREET,No,1/18/2017,13,0
X,11,X839,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2040 ANTIN PL,No,1/12/2017,50,0
X,8,X840,P.S. 140 MINISCHOOL - BRONX,916 EAGLE AVENUE,No,1/19/2017,5,0
X,10,X842,P.S. 95 ANNEX - BRONX,3990 HILLMAN AVENUE,No,4/6/2017,18,0
X,10,X843,P.S. 246 (POE CENTER) - BRONX,2641 GRAND CONCOURSE,Yes,1/19/2017,46,2
X,8,X848,P.S. 48 AX (HNTS PNT ECC1)-BRONX,659 COSTER STREET,Yes,1/19/2017,22,1
X,9,X851,P.S. 53 MINISCHOOL #1 - BRONX,360 EAST 168 STREET,Yes,1/20/2017,16,1
X,10,X852,BRONX DANCE ACADEMY - BRONX,3617 BAINBRIDGE AVENUE,Yes,1/13/2017,30,4
X,10,X853,P.S. 59 ANNEX - BRONX,2120 QUARRY ROAD,Yes,1/12/2017,19,2
X,7,X855,P.S. 30 ANNEX - BRONX,577 EAST 139 STREET,Yes,1/7/2017,27,3
X,10,X859,P.S. 315 - BRONX,2246 JEROME AVENUE,Yes,1/13/2017,25,4
X,9,X862,P.S. 63 MINISCHOOL - BRONX,1260 FRANKLIN AVENUE,No,1/20/2017,6,0
X,10,X864,P.S. 205B (ECF) - BRONX,2375 SOUTHERN BOULEVARD,Yes,1/20/2017; 2/16/2017,44,3
X,10,X868,P.S. 86 MINISCHOOL - BRONX,2756 RESERVOIR AVENUE,Yes,1/13/2017,35,3
X,8,X869,P.S. 69 MINISCHOOL - BRONX,560 THERIOT AVENUE,No,1/20/2017,15,0
X,9,X870,P.S. 70 MINISCHOOL - BRONX,1691 WEEKS AVENUE,No,1/19/2017,10,0
X,9,X873,P.S. 73 MINISCHOOL - BRONX,1020 ANDERSON AVENUE,No,1/20/2017,6,0
X,9,X874,P.S. 53 MINISCHOOL #2 - BRONX,360 EAST 168 STREET,Yes,1/20/2017,20,1
X,9,X876,BRONX LEADERSHIP ACADEMY - BRONX,1710 WEBSTER AVENUE,Yes,1/19/2017,50,7
X,12,X878,FANNIE LOU HAMER FREEDOM HS - X,1021 JENNINGS STREET,No,1/20/2017,36,0
X,12,X879,WINGS ACADEMY - X,1122 EAST 180 STREET,Yes,2/4/2017,34,2
X,9,X880,P.S. 69 ANNEX - BRONX,639 THIERIOT AVENUE,No,1/20/2017,32,0
X,7,X884,HEALTH OPPORTUNITIES HS - X,350 GERARD AVENUE,Yes,1/7/2017,66,10
X,10,X885,P.S. 85 MINISCHOOL - BRONX,2400 MARION AVENUE,No,1/12/2017,11,0
X,10,X886,P.S. 86 ANNEX - BRONX,124 EAMES PLACE,No,1/14/2017,29,0
X,9,X890,P.S. 90 MINISCHOOL - BRONX,1116 SHERIDAN AVENUE,Yes,1/14/2017,10,3
X,10,X891,P.S. 91 MINISCHOOL - BRONX,2200 AQUEDUCT AVENUE,Yes,1/18/2017,10,1
X,8,X893,P.S. 93 MINISCHOOL - BRONX,1535 STORY AVENUE,No,1/7/2017,13,0
X,10,X896,P.S. 279 ANNEX - BRONX,2240 WALTON AVENUE,Yes,1/19/2017,16,1
X,9,X899,P.S. 109 MINISCHOOL - BRONX,1771 POPHAM AVENUE,No,1/19/2017,11,0
X,10,X905,HS OF AMERICAN STUDIES - BRONX,2925 GOULDEN AVENUE,No,4/6/2017,11,0
X,11,X906,P.S. 175 TRANSPORTABLE - X,200 CITY ISLAND AVENUE,Yes,1/12/2017,4,1
X,8,X915,P.S. 119 TRANSPORTABLE - X,1075 PUGSLEY AVENUE,Yes,1/7/2017,4,1
X,11,X916,P.S. 16 TRANSPORTABLE - X,4550 CARPENTER AVENUE,No,1/13/2017,4,0
X,11,X917,P.S. 97 TEMP. C.R. BLDG. - X,1375 MACE AVENUE,Yes,1/18/2017,8,1
X,11,X918,P.S. 68 TEMP. C.R. BLDG. - X,4011 MONTICELLO AVENUE,Yes,1/7/2017,10,1
X,11,X919,P.S. 89 TEMP. C.R. BLDG. - X,980 MACE AVENUE,No,1/18/2017,10,0
X,7,X920,SOUTH BRONX HS TRANSPORTABLE - X,701 SAINT ANN'S AVENUE,No,1/7/2017,4,0
X,11,X921,P.S. 121 TEMP. C.R. BLDG. - X,2750 THROOP AVENUE,No,1/12/2017,6,0
X,8,X922,A. STEVENSON HS TRANSPORTABLE - X,1980 LAFAYETTE AVENUE,No,2/4/2017,4,0
X,11,X923,P.S. 103 TEMP. C.R. BLDG. - X,4125 CARPENTER AVENUE,No,1/12/2017,12,0
X,9,X924,P.S. 64 TRANSPORTABLE - X,1425 WALTON AVENUE,No,1/20/2017,5,0
X,11,X926,P.S. 76 TEMP. C.R. BLDG. - X,900 ADEE AVENUE,No,1/18/2017,9,0
X,9,X927,P.S. 927 - BRONX,1455 WEBSTER AVENUE,No,3/31/2017,4,0
X,10,X930,P.S. 9 TEMP. C.R. BLDG. - X,230 EAST 183 STREET,No,1/19/2017,11,0
X,10,X931,P.S. 20 TEMP. C.R. BLDG. - X,3020 WEBSTER AVENUE,No,1/18/2017,13,0
X,10,X932,I.S. 118 TEMP. C.R. BLDG. - X,577 EAST 179 STREET,Yes,1/14/2017,12,2
X,9,X933,P.S. 163 TRANSPORTABLE - X,2075 WEBSTER AVENUE,No,1/19/2017,8,0
X,11,X935,P.S. 105 TEMP. C.R. BLDG. - X,725 BRADY AVENUE,No,1/14/2017,16,0
X,12,X936,P.S. 6 TRANSPORTABLE - X,1000 EAST TREMONT AVENUE,No,1/18/2017,12,0
X,11,X937,BX CHARTER SCH FOR BETTER LRNG - X,3740 BAYCHESTER AVENUE,Yes,1/18/2017,20,1
X,8,X938,P.S. 138 TRANSPORTABLE - X,2060 LAFAYETTE AVENUE,No,1/18/2017,4,0
X,10,X939,P.S. 33 ANNEX - BRONX,2392 JEROME AVENUE,Yes,4/26/2017,10,1
X,12,X941,P.S. 234 TRANSPORTABLE - X,2055 MAPES AVENUE,No,1/20/2017,4,0
X,11,X942,P.S. 16 TRANSPORTABLE - X,4550 CARPENTER AVENUE,No,1/13/2017,4,0
X,11,X945,P.S. 87 TRANSPORTABLE - X,1935 BUSSING AVENUE,No,1/13/2017,7,0
X,11,X946,P.S. 108 TRANSPORTABLE - X,1166 NEILL AVENUE,No,1/19/2017,8,0
X,8,X947,P.S. 14 TRANSPORTABLE - X,3041 BRUCKNER BLVD,No,1/7/2017,4,0
X,8,X948,P.S. 71 TRANSPORTABLE - X,3040 ROBERTS AVENUE,No,1/7/2017,6,0
X,8,X953,AUXILIARY SERVICES HS - BRONX,3450 EAST TREMONT AVENUE,Yes,2/4/2017,21,1
X,10,X960,J.F. KENNEDY HS TRANSPORTABLE- X,99 TERRACE VIEW AVENUE,No,1/12/2017,4,0
X,9,X961,MORRIS HS TRANPORTABLE - X,1110 BOSTON ROAD,Yes,1/20/2017,11,3
X,8,X962,JANE ADDAMS HS TRANSPORTABLE - X,900 TINTON AVENUE,Yes,1/7/2017,10,1
X,7,X963,CROTONA ACADEMY - BRONX,639 ST. ANNS AVENUE,No,1/7/2017,15,0
X,8,X965,REGION 2 SUSPENSION CENTER - X,991 LONGWOOD AVENUE,Yes,4/6/2017,27,3
X,12,X967,P.S. 67 TRANSPORTABLE - X,2024 MOHEGAN AVENUE,No,2/4/2017,4,0
X,9,X970,BATHGATE HS - BRONX,1595 BATHGATE AVENUE,Yes,2/4/2017,120,11
X,8,X972,SOUNDVIEW EDUCATIONAL CAMPUS - X,1440 STORY AVENUE,Yes,1/18/2017,95,15
X,12,X973,M.S./H.S. 270 - BRONX,1716 SOUTHERN BOULEVARD,Yes,1/20/2017,65,1
X,12,X976,P.S. 197 TEMP. C.R. BLDG. N - X,1250 WARD AVENUE,No,1/14/2017,12,0
X,9,X980,DAVIDSON AVE- BRONX,1732 DAVIDSON AVENUE,Yes,4/5/2017,10,2
X,11,X981,P.S. 83 ANNEX - BRONX,1840 BOGART AVENUE,Yes,1/12/2017,102,19
X,12,X982,P.S. 197 TEMP. C.R. BLDG S - X,1250 WARD AVENUE,Yes,1/14/2017,15,3
X,8,X988,LAFAYETTE ACADEMIES - BRONX,1231 LAFAYETTE AVENUE,Yes,4/4/2017,28,2
X,12,X989,MARY MITCHELL- X,2007 MAPES AVE.,No,1/20/2017,8,0
X,11,X997,P.S. 97 TRANSPORTABLE - X,1375 MACE AVENUE,No,1/18/2017,6,0
